source_text,plagiarized_text,label
The human brain controls all bodily functions. Variation 6.,Bodily functions are regulated by the human brain. Alternative 6.,0
Gold is a highly valuable and conductive metal. Variation 6.,A highly conductive and valuable metal is gold. Alternative 6.,0
Renewable energy sources help reduce carbon emissions. Variation 6.,Using renewable sources lowers carbon footprints. Alternative 6.,0
Mathematics is the foundation of many scientific disciplines. Variation 6.,Many sciences are based on mathematics. Alternative 6.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 6.,Maintaining health involves diet and exercise. Alternative 6.,0
Jupiter is the largest planet in our solar system. Variation 6.,The biggest planet in the solar system is Jupiter. Alternative 6.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 6.","Proteins, carbs, and fats make up a balanced diet. Alternative 6.",0
Venus is the hottest planet in the solar system. Variation 6.,The highest temperatures in the solar system are found on Venus. Alternative 6.,0
Neil Armstrong was the first person to walk on the Moon. Variation 6.,The first human to step onto the Moon was Neil Armstrong. Alternative 6.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 6.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 6.",0
The Milky Way is the galaxy that contains our Solar System. Variation 6.,Our Solar System is within the Milky Way galaxy. Alternative 6.,0
The square root of 144 is 12. Variation 6.,Twelve is the square root of one hundred forty-four. Alternative 6.,0
Oxygen is essential for human survival. Variation 6.,Humans need oxygen to survive. Alternative 6.,0
DNA carries genetic information in living organisms. Variation 6.,The genetic code in organisms is stored in DNA. Alternative 6.,0
The speed of sound varies depending on the medium it travels through. Variation 6.,Sound's speed changes with the medium it moves through. Alternative 6.,0
The United Nations was founded in 1945 to promote international peace. Variation 6.,International peace efforts led to the founding of the UN in 1945. Alternative 6.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 6.",Light bends and splits in raindrops to create rainbows. Alternative 6.,0
The Great Wall of China was built to protect against invasions. Variation 7.,China's Great Wall was constructed to defend against invasions. Alternative 7.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 7.,Green plants use sunlight to create their food through photosynthesis. Alternative 7.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 7.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 7.,1
Albert Einstein developed the theory of relativity. Variation 7.,The theory of relativity was formulated by Albert Einstein. Alternative 7.,1
The Pacific Ocean is the largest ocean on Earth. Variation 7.,Earth's biggest ocean is the Pacific. Alternative 7.,1
Electricity is essential for modern life. Variation 7.,"In today's world, electricity is a necessity. Alternative 7.",1
Mount Everest is the highest mountain in the world. Variation 7.,The tallest mountain on the planet is Mount Everest. Alternative 7.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 7.,Objects are pulled toward Earth's center due to gravity. Alternative 7.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 7.,The principles of motion and gravity were established by Newton. Alternative 7.,1
Leonardo da Vinci painted the Mona Lisa. Variation 7.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 7.,1
The Eiffel Tower is a famous landmark in Paris. Variation 7.,Paris is home to the well-known Eiffel Tower. Alternative 7.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 7.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 7.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 7.,The Amazon is famous for its rich variety of species. Alternative 7.,1
Thomas Edison invented the phonograph. Variation 7.,The phonograph was invented by Thomas Edison. Alternative 7.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 7.,A good source of potassium and energy is found in bananas. Alternative 7.,1
A day on Mars lasts approximately 24.6 hours. Variation 7.,Mars has a day length of about 24.6 hours. Alternative 7.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 7.",NASA's 1969 mission marked the first human landing on the moon. Alternative 7.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 7.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 7.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 7.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 7.",1
The Statue of Liberty was a gift from France to the United States. Variation 7.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 7.,1
The Sahara Desert is the largest hot desert in the world. Variation 7.,The biggest hot desert on Earth is the Sahara. Alternative 7.,1
The human body has 206 bones. Variation 7.,There are 206 bones in the human skeletal system. Alternative 7.,1
William Shakespeare was an English playwright and poet. Variation 7.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 7.",1
The Wright brothers built and flew the first successful airplane. Variation 7.,The first powered flight was achieved by the Wright brothers. Alternative 7.,1
The capital of Japan is Tokyo. Variation 7.,Tokyo is the capital city of Japan. Alternative 7.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 7.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 7.",0
The internet has revolutionized global communication. Variation 7.,The way people communicate globally has changed due to the internet. Alternative 7.,0
The human brain controls all bodily functions. Variation 7.,Bodily functions are regulated by the human brain. Alternative 7.,0
Gold is a highly valuable and conductive metal. Variation 7.,A highly conductive and valuable metal is gold. Alternative 7.,0
Renewable energy sources help reduce carbon emissions. Variation 7.,Using renewable sources lowers carbon footprints. Alternative 7.,0
Mathematics is the foundation of many scientific disciplines. Variation 7.,Many sciences are based on mathematics. Alternative 7.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 7.,Maintaining health involves diet and exercise. Alternative 7.,0
Jupiter is the largest planet in our solar system. Variation 7.,The biggest planet in the solar system is Jupiter. Alternative 7.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 7.","Proteins, carbs, and fats make up a balanced diet. Alternative 7.",0
Venus is the hottest planet in the solar system. Variation 7.,The highest temperatures in the solar system are found on Venus. Alternative 7.,0
Neil Armstrong was the first person to walk on the Moon. Variation 7.,The first human to step onto the Moon was Neil Armstrong. Alternative 7.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 7.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 7.",0
The Milky Way is the galaxy that contains our Solar System. Variation 7.,Our Solar System is within the Milky Way galaxy. Alternative 7.,0
The square root of 144 is 12. Variation 7.,Twelve is the square root of one hundred forty-four. Alternative 7.,0
Oxygen is essential for human survival. Variation 7.,Humans need oxygen to survive. Alternative 7.,0
DNA carries genetic information in living organisms. Variation 7.,The genetic code in organisms is stored in DNA. Alternative 7.,0
The speed of sound varies depending on the medium it travels through. Variation 7.,Sound's speed changes with the medium it moves through. Alternative 7.,0
The United Nations was founded in 1945 to promote international peace. Variation 7.,International peace efforts led to the founding of the UN in 1945. Alternative 7.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 7.",Light bends and splits in raindrops to create rainbows. Alternative 7.,0
The Great Wall of China was built to protect against invasions. Variation 8.,China's Great Wall was constructed to defend against invasions. Alternative 8.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 8.,Green plants use sunlight to create their food through photosynthesis. Alternative 8.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 8.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 8.,1
Albert Einstein developed the theory of relativity. Variation 8.,The theory of relativity was formulated by Albert Einstein. Alternative 8.,1
The Pacific Ocean is the largest ocean on Earth. Variation 8.,Earth's biggest ocean is the Pacific. Alternative 8.,1
Electricity is essential for modern life. Variation 8.,"In today's world, electricity is a necessity. Alternative 8.",1
Mount Everest is the highest mountain in the world. Variation 8.,The tallest mountain on the planet is Mount Everest. Alternative 8.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 8.,Objects are pulled toward Earth's center due to gravity. Alternative 8.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 8.,The principles of motion and gravity were established by Newton. Alternative 8.,1
Leonardo da Vinci painted the Mona Lisa. Variation 8.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 8.,1
The Eiffel Tower is a famous landmark in Paris. Variation 8.,Paris is home to the well-known Eiffel Tower. Alternative 8.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 8.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 8.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 8.,The Amazon is famous for its rich variety of species. Alternative 8.,1
Thomas Edison invented the phonograph. Variation 8.,The phonograph was invented by Thomas Edison. Alternative 8.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 8.,A good source of potassium and energy is found in bananas. Alternative 8.,1
A day on Mars lasts approximately 24.6 hours. Variation 8.,Mars has a day length of about 24.6 hours. Alternative 8.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 8.",NASA's 1969 mission marked the first human landing on the moon. Alternative 8.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 8.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 8.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 8.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 8.",1
The Statue of Liberty was a gift from France to the United States. Variation 8.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 8.,1
The Sahara Desert is the largest hot desert in the world. Variation 8.,The biggest hot desert on Earth is the Sahara. Alternative 8.,1
The human body has 206 bones. Variation 8.,There are 206 bones in the human skeletal system. Alternative 8.,1
William Shakespeare was an English playwright and poet. Variation 8.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 8.",1
The Wright brothers built and flew the first successful airplane. Variation 8.,The first powered flight was achieved by the Wright brothers. Alternative 8.,1
The capital of Japan is Tokyo. Variation 8.,Tokyo is the capital city of Japan. Alternative 8.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 8.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 8.",0
The internet has revolutionized global communication. Variation 8.,The way people communicate globally has changed due to the internet. Alternative 8.,0
The human brain controls all bodily functions. Variation 8.,Bodily functions are regulated by the human brain. Alternative 8.,0
Gold is a highly valuable and conductive metal. Variation 8.,A highly conductive and valuable metal is gold. Alternative 8.,0
Renewable energy sources help reduce carbon emissions. Variation 8.,Using renewable sources lowers carbon footprints. Alternative 8.,0
Mathematics is the foundation of many scientific disciplines. Variation 8.,Many sciences are based on mathematics. Alternative 8.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 8.,Maintaining health involves diet and exercise. Alternative 8.,0
Jupiter is the largest planet in our solar system. Variation 8.,The biggest planet in the solar system is Jupiter. Alternative 8.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 8.","Proteins, carbs, and fats make up a balanced diet. Alternative 8.",0
Venus is the hottest planet in the solar system. Variation 8.,The highest temperatures in the solar system are found on Venus. Alternative 8.,0
Neil Armstrong was the first person to walk on the Moon. Variation 8.,The first human to step onto the Moon was Neil Armstrong. Alternative 8.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 8.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 8.",0
The Milky Way is the galaxy that contains our Solar System. Variation 8.,Our Solar System is within the Milky Way galaxy. Alternative 8.,0
The square root of 144 is 12. Variation 8.,Twelve is the square root of one hundred forty-four. Alternative 8.,0
Oxygen is essential for human survival. Variation 8.,Humans need oxygen to survive. Alternative 8.,0
DNA carries genetic information in living organisms. Variation 8.,The genetic code in organisms is stored in DNA. Alternative 8.,0
The speed of sound varies depending on the medium it travels through. Variation 8.,Sound's speed changes with the medium it moves through. Alternative 8.,0
The United Nations was founded in 1945 to promote international peace. Variation 8.,International peace efforts led to the founding of the UN in 1945. Alternative 8.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 8.",Light bends and splits in raindrops to create rainbows. Alternative 8.,0
The Great Wall of China was built to protect against invasions. Variation 9.,China's Great Wall was constructed to defend against invasions. Alternative 9.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 9.,Green plants use sunlight to create their food through photosynthesis. Alternative 9.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 9.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 9.,1
Albert Einstein developed the theory of relativity. Variation 9.,The theory of relativity was formulated by Albert Einstein. Alternative 9.,1
The Pacific Ocean is the largest ocean on Earth. Variation 9.,Earth's biggest ocean is the Pacific. Alternative 9.,1
Electricity is essential for modern life. Variation 9.,"In today's world, electricity is a necessity. Alternative 9.",1
Mount Everest is the highest mountain in the world. Variation 9.,The tallest mountain on the planet is Mount Everest. Alternative 9.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 9.,Objects are pulled toward Earth's center due to gravity. Alternative 9.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 9.,The principles of motion and gravity were established by Newton. Alternative 9.,1
Leonardo da Vinci painted the Mona Lisa. Variation 9.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 9.,1
The Eiffel Tower is a famous landmark in Paris. Variation 9.,Paris is home to the well-known Eiffel Tower. Alternative 9.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 9.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 9.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 9.,The Amazon is famous for its rich variety of species. Alternative 9.,1
Thomas Edison invented the phonograph. Variation 9.,The phonograph was invented by Thomas Edison. Alternative 9.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 9.,A good source of potassium and energy is found in bananas. Alternative 9.,1
A day on Mars lasts approximately 24.6 hours. Variation 9.,Mars has a day length of about 24.6 hours. Alternative 9.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 9.",NASA's 1969 mission marked the first human landing on the moon. Alternative 9.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 9.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 9.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 9.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 9.",1
The Statue of Liberty was a gift from France to the United States. Variation 9.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 9.,1
The Sahara Desert is the largest hot desert in the world. Variation 9.,The biggest hot desert on Earth is the Sahara. Alternative 9.,1
The human body has 206 bones. Variation 9.,There are 206 bones in the human skeletal system. Alternative 9.,1
William Shakespeare was an English playwright and poet. Variation 9.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 9.",1
The Wright brothers built and flew the first successful airplane. Variation 9.,The first powered flight was achieved by the Wright brothers. Alternative 9.,1
The capital of Japan is Tokyo. Variation 9.,Tokyo is the capital city of Japan. Alternative 9.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 9.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 9.",0
The internet has revolutionized global communication. Variation 9.,The way people communicate globally has changed due to the internet. Alternative 9.,0
The human brain controls all bodily functions. Variation 9.,Bodily functions are regulated by the human brain. Alternative 9.,0
Gold is a highly valuable and conductive metal. Variation 9.,A highly conductive and valuable metal is gold. Alternative 9.,0
Renewable energy sources help reduce carbon emissions. Variation 9.,Using renewable sources lowers carbon footprints. Alternative 9.,0
Mathematics is the foundation of many scientific disciplines. Variation 9.,Many sciences are based on mathematics. Alternative 9.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 9.,Maintaining health involves diet and exercise. Alternative 9.,0
Jupiter is the largest planet in our solar system. Variation 9.,The biggest planet in the solar system is Jupiter. Alternative 9.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 9.","Proteins, carbs, and fats make up a balanced diet. Alternative 9.",0
Venus is the hottest planet in the solar system. Variation 9.,The highest temperatures in the solar system are found on Venus. Alternative 9.,0
Neil Armstrong was the first person to walk on the Moon. Variation 9.,The first human to step onto the Moon was Neil Armstrong. Alternative 9.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 9.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 9.",0
The Milky Way is the galaxy that contains our Solar System. Variation 9.,Our Solar System is within the Milky Way galaxy. Alternative 9.,0
The square root of 144 is 12. Variation 9.,Twelve is the square root of one hundred forty-four. Alternative 9.,0
Oxygen is essential for human survival. Variation 9.,Humans need oxygen to survive. Alternative 9.,0
DNA carries genetic information in living organisms. Variation 9.,The genetic code in organisms is stored in DNA. Alternative 9.,0
The speed of sound varies depending on the medium it travels through. Variation 9.,Sound's speed changes with the medium it moves through. Alternative 9.,0
The United Nations was founded in 1945 to promote international peace. Variation 9.,International peace efforts led to the founding of the UN in 1945. Alternative 9.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 9.",Light bends and splits in raindrops to create rainbows. Alternative 9.,0
The Great Wall of China was built to protect against invasions. Variation 10.,China's Great Wall was constructed to defend against invasions. Alternative 10.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 10.,Green plants use sunlight to create their food through photosynthesis. Alternative 10.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 10.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 10.,1
Albert Einstein developed the theory of relativity. Variation 10.,The theory of relativity was formulated by Albert Einstein. Alternative 10.,1
The Pacific Ocean is the largest ocean on Earth. Variation 10.,Earth's biggest ocean is the Pacific. Alternative 10.,1
Electricity is essential for modern life. Variation 10.,"In today's world, electricity is a necessity. Alternative 10.",1
Mount Everest is the highest mountain in the world. Variation 10.,The tallest mountain on the planet is Mount Everest. Alternative 10.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 10.,Objects are pulled toward Earth's center due to gravity. Alternative 10.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 10.,The principles of motion and gravity were established by Newton. Alternative 10.,1
Leonardo da Vinci painted the Mona Lisa. Variation 10.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 10.,1
The Eiffel Tower is a famous landmark in Paris. Variation 10.,Paris is home to the well-known Eiffel Tower. Alternative 10.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 10.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 10.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 10.,The Amazon is famous for its rich variety of species. Alternative 10.,1
Thomas Edison invented the phonograph. Variation 10.,The phonograph was invented by Thomas Edison. Alternative 10.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 10.,A good source of potassium and energy is found in bananas. Alternative 10.,1
A day on Mars lasts approximately 24.6 hours. Variation 10.,Mars has a day length of about 24.6 hours. Alternative 10.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 10.",NASA's 1969 mission marked the first human landing on the moon. Alternative 10.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 10.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 10.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 10.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 10.",1
The Statue of Liberty was a gift from France to the United States. Variation 10.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 10.,1
The Sahara Desert is the largest hot desert in the world. Variation 10.,The biggest hot desert on Earth is the Sahara. Alternative 10.,1
The human body has 206 bones. Variation 10.,There are 206 bones in the human skeletal system. Alternative 10.,1
William Shakespeare was an English playwright and poet. Variation 10.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 10.",1
The Wright brothers built and flew the first successful airplane. Variation 10.,The first powered flight was achieved by the Wright brothers. Alternative 10.,1
The capital of Japan is Tokyo. Variation 10.,Tokyo is the capital city of Japan. Alternative 10.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 10.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 10.",0
The internet has revolutionized global communication. Variation 10.,The way people communicate globally has changed due to the internet. Alternative 10.,0
The human brain controls all bodily functions. Variation 10.,Bodily functions are regulated by the human brain. Alternative 10.,0
Gold is a highly valuable and conductive metal. Variation 10.,A highly conductive and valuable metal is gold. Alternative 10.,0
Renewable energy sources help reduce carbon emissions. Variation 10.,Using renewable sources lowers carbon footprints. Alternative 10.,0
Mathematics is the foundation of many scientific disciplines. Variation 10.,Many sciences are based on mathematics. Alternative 10.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 10.,Maintaining health involves diet and exercise. Alternative 10.,0
Jupiter is the largest planet in our solar system. Variation 10.,The biggest planet in the solar system is Jupiter. Alternative 10.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 10.","Proteins, carbs, and fats make up a balanced diet. Alternative 10.",0
Venus is the hottest planet in the solar system. Variation 10.,The highest temperatures in the solar system are found on Venus. Alternative 10.,0
Neil Armstrong was the first person to walk on the Moon. Variation 10.,The first human to step onto the Moon was Neil Armstrong. Alternative 10.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 10.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 10.",0
The Milky Way is the galaxy that contains our Solar System. Variation 10.,Our Solar System is within the Milky Way galaxy. Alternative 10.,0
The square root of 144 is 12. Variation 10.,Twelve is the square root of one hundred forty-four. Alternative 10.,0
Oxygen is essential for human survival. Variation 10.,Humans need oxygen to survive. Alternative 10.,0
DNA carries genetic information in living organisms. Variation 10.,The genetic code in organisms is stored in DNA. Alternative 10.,0
The speed of sound varies depending on the medium it travels through. Variation 10.,Sound's speed changes with the medium it moves through. Alternative 10.,0
The United Nations was founded in 1945 to promote international peace. Variation 10.,International peace efforts led to the founding of the UN in 1945. Alternative 10.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 10.",Light bends and splits in raindrops to create rainbows. Alternative 10.,0
The Great Wall of China was built to protect against invasions. Variation 11.,China's Great Wall was constructed to defend against invasions. Alternative 11.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 11.,Green plants use sunlight to create their food through photosynthesis. Alternative 11.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 11.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 11.,1
Albert Einstein developed the theory of relativity. Variation 11.,The theory of relativity was formulated by Albert Einstein. Alternative 11.,1
The Pacific Ocean is the largest ocean on Earth. Variation 11.,Earth's biggest ocean is the Pacific. Alternative 11.,1
Electricity is essential for modern life. Variation 11.,"In today's world, electricity is a necessity. Alternative 11.",1
Mount Everest is the highest mountain in the world. Variation 11.,The tallest mountain on the planet is Mount Everest. Alternative 11.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 11.,Objects are pulled toward Earth's center due to gravity. Alternative 11.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 11.,The principles of motion and gravity were established by Newton. Alternative 11.,1
Leonardo da Vinci painted the Mona Lisa. Variation 11.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 11.,1
The Eiffel Tower is a famous landmark in Paris. Variation 11.,Paris is home to the well-known Eiffel Tower. Alternative 11.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 11.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 11.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 11.,The Amazon is famous for its rich variety of species. Alternative 11.,1
Thomas Edison invented the phonograph. Variation 11.,The phonograph was invented by Thomas Edison. Alternative 11.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 11.,A good source of potassium and energy is found in bananas. Alternative 11.,1
A day on Mars lasts approximately 24.6 hours. Variation 11.,Mars has a day length of about 24.6 hours. Alternative 11.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 11.",NASA's 1969 mission marked the first human landing on the moon. Alternative 11.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 11.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 11.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 11.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 11.",1
The Statue of Liberty was a gift from France to the United States. Variation 11.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 11.,1
The Sahara Desert is the largest hot desert in the world. Variation 11.,The biggest hot desert on Earth is the Sahara. Alternative 11.,1
The human body has 206 bones. Variation 11.,There are 206 bones in the human skeletal system. Alternative 11.,1
William Shakespeare was an English playwright and poet. Variation 11.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 11.",1
The Wright brothers built and flew the first successful airplane. Variation 11.,The first powered flight was achieved by the Wright brothers. Alternative 11.,1
The capital of Japan is Tokyo. Variation 11.,Tokyo is the capital city of Japan. Alternative 11.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 11.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 11.",0
The internet has revolutionized global communication. Variation 11.,The way people communicate globally has changed due to the internet. Alternative 11.,0
The human brain controls all bodily functions. Variation 11.,Bodily functions are regulated by the human brain. Alternative 11.,0
Gold is a highly valuable and conductive metal. Variation 11.,A highly conductive and valuable metal is gold. Alternative 11.,0
Renewable energy sources help reduce carbon emissions. Variation 11.,Using renewable sources lowers carbon footprints. Alternative 11.,0
Mathematics is the foundation of many scientific disciplines. Variation 11.,Many sciences are based on mathematics. Alternative 11.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 11.,Maintaining health involves diet and exercise. Alternative 11.,0
Jupiter is the largest planet in our solar system. Variation 11.,The biggest planet in the solar system is Jupiter. Alternative 11.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 11.","Proteins, carbs, and fats make up a balanced diet. Alternative 11.",0
Venus is the hottest planet in the solar system. Variation 11.,The highest temperatures in the solar system are found on Venus. Alternative 11.,0
Neil Armstrong was the first person to walk on the Moon. Variation 11.,The first human to step onto the Moon was Neil Armstrong. Alternative 11.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 11.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 11.",0
The Milky Way is the galaxy that contains our Solar System. Variation 11.,Our Solar System is within the Milky Way galaxy. Alternative 11.,0
The square root of 144 is 12. Variation 11.,Twelve is the square root of one hundred forty-four. Alternative 11.,0
Oxygen is essential for human survival. Variation 11.,Humans need oxygen to survive. Alternative 11.,0
DNA carries genetic information in living organisms. Variation 11.,The genetic code in organisms is stored in DNA. Alternative 11.,0
The speed of sound varies depending on the medium it travels through. Variation 11.,Sound's speed changes with the medium it moves through. Alternative 11.,0
The United Nations was founded in 1945 to promote international peace. Variation 11.,International peace efforts led to the founding of the UN in 1945. Alternative 11.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 11.",Light bends and splits in raindrops to create rainbows. Alternative 11.,0
The Great Wall of China was built to protect against invasions. Variation 12.,China's Great Wall was constructed to defend against invasions. Alternative 12.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 12.,Green plants use sunlight to create their food through photosynthesis. Alternative 12.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 12.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 12.,1
Albert Einstein developed the theory of relativity. Variation 12.,The theory of relativity was formulated by Albert Einstein. Alternative 12.,1
The Pacific Ocean is the largest ocean on Earth. Variation 12.,Earth's biggest ocean is the Pacific. Alternative 12.,1
Electricity is essential for modern life. Variation 12.,"In today's world, electricity is a necessity. Alternative 12.",1
Mount Everest is the highest mountain in the world. Variation 12.,The tallest mountain on the planet is Mount Everest. Alternative 12.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 12.,Objects are pulled toward Earth's center due to gravity. Alternative 12.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 12.,The principles of motion and gravity were established by Newton. Alternative 12.,1
Leonardo da Vinci painted the Mona Lisa. Variation 12.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 12.,1
The Eiffel Tower is a famous landmark in Paris. Variation 12.,Paris is home to the well-known Eiffel Tower. Alternative 12.,1
